Sensor,Date_Time,Date,Time,Count
Collins Place (South),2018-12-03 15:00:00,2018-12-03,15,797
Collins Place (North),2018-12-03 15:00:00,2018-12-03,15,583
Chinatown-Swanston St (North),2018-12-03 15:00:00,2018-12-03,15,936
Chinatown-Lt Bourke St (South),2018-12-03 15:00:00,2018-12-03,15,583
Bourke St-Russell St (West),2018-12-03 15:00:00,2018-12-03,15,980
Flinders St-Elizabeth St (East),2018-12-03 15:00:00,2018-12-03,15,2667
Spencer St-Collins St (South),2018-12-03 15:00:00,2018-12-03,15,579
Spencer St-Collins St (North),2018-12-03 15:00:00,2018-12-03,15,2267
Melbourne Convention Exhibition Centre,2018-12-03 15:00:00,2018-12-03,15,984
QV Market-Elizabeth St (West),2018-12-03 15:00:00,2018-12-03,15,654
QV Market-Peel St,2018-12-03 15:00:00,2018-12-03,15,177
The Arts Centre,2018-12-03 15:00:00,2018-12-03,15,1484
St Kilda Rd-Alexandra Gardens,2018-12-03 15:00:00,2018-12-03,15,743
Lonsdale St (South),2018-12-03 15:00:00,2018-12-03,15,709
Lygon St (West),2018-12-03 15:00:00,2018-12-03,15,243
City Square,2018-12-03 15:00:00,2018-12-03,15,NA
Flinders St-Spring St (West),2018-12-03 15:00:00,2018-12-03,15,235
Flinders St-Spark La,2018-12-03 15:00:00,2018-12-03,15,199
Southbank,2018-12-03 15:00:00,2018-12-03,15,2092
Queen St (West),2018-12-03 15:00:00,2018-12-03,15,523
Lygon St (East),2018-12-03 15:00:00,2018-12-03,15,199
Flinders St-Swanston St (West),2018-12-03 15:00:00,2018-12-03,15,1346
Alfred Place,2018-12-03 15:00:00,2018-12-03,15,NA
Lonsdale St-Spring St (West),2018-12-03 15:00:00,2018-12-03,15,456
Grattan St-Swanston St (West),2018-12-03 15:00:00,2018-12-03,15,796
Monash Rd-Swanston St (West),2018-12-03 15:00:00,2018-12-03,15,201
Tin Alley-Swanston St (West),2018-12-03 15:00:00,2018-12-03,15,118
Bourke Street Mall (North),2018-12-03 16:00:00,2018-12-03,16,2759
Bourke Street Mall (South),2018-12-03 16:00:00,2018-12-03,16,2363
Melbourne Central,2018-12-03 16:00:00,2018-12-03,16,2029
Town Hall (West),2018-12-03 16:00:00,2018-12-03,16,2942
Princes Bridge,2018-12-03 16:00:00,2018-12-03,16,1225
Flinders Street Station Underpass,2018-12-03 16:00:00,2018-12-03,16,2795
Birrarung Marr,2018-12-03 16:00:00,2018-12-03,16,421
Webb Bridge,2018-12-03 16:00:00,2018-12-03,16,416
Southern Cross Station,2018-12-03 16:00:00,2018-12-03,16,3066
Victoria Point,2018-12-03 16:00:00,2018-12-03,16,453
Waterfront City,2018-12-03 16:00:00,2018-12-03,16,80
New Quay,2018-12-03 16:00:00,2018-12-03,16,239
Flagstaff Station,2018-12-03 16:00:00,2018-12-03,16,NA
Sandridge Bridge,2018-12-03 16:00:00,2018-12-03,16,1044
State Library,2018-12-03 16:00:00,2018-12-03,16,1658
Collins St (North),2018-12-03 16:00:00,2018-12-03,16,1528
Collins Place (South),2018-12-03 16:00:00,2018-12-03,16,794
Collins Place (North),2018-12-03 16:00:00,2018-12-03,16,1073
Chinatown-Swanston St (North),2018-12-03 16:00:00,2018-12-03,16,882
Chinatown-Lt Bourke St (South),2018-12-03 16:00:00,2018-12-03,16,442
Bourke St-Russell St (West),2018-12-03 16:00:00,2018-12-03,16,951
Flinders St-Elizabeth St (East),2018-12-03 16:00:00,2018-12-03,16,2984
Spencer St-Collins St (South),2018-12-03 16:00:00,2018-12-03,16,710
Spencer St-Collins St (North),2018-12-03 16:00:00,2018-12-03,16,3948
Melbourne Convention Exhibition Centre,2018-12-03 16:00:00,2018-12-03,16,1190
QV Market-Elizabeth St (West),2018-12-03 16:00:00,2018-12-03,16,612
QV Market-Peel St,2018-12-03 16:00:00,2018-12-03,16,169
The Arts Centre,2018-12-03 16:00:00,2018-12-03,16,1922
St Kilda Rd-Alexandra Gardens,2018-12-03 16:00:00,2018-12-03,16,810
Lonsdale St (South),2018-12-03 16:00:00,2018-12-03,16,642
Lygon St (West),2018-12-03 16:00:00,2018-12-03,16,215
City Square,2018-12-03 16:00:00,2018-12-03,16,NA
Flinders St-Spring St (West),2018-12-03 16:00:00,2018-12-03,16,339
Flinders St-Spark La,2018-12-03 16:00:00,2018-12-03,16,171
Southbank,2018-12-03 16:00:00,2018-12-03,16,2706
Queen St (West),2018-12-03 16:00:00,2018-12-03,16,541
Lygon St (East),2018-12-03 16:00:00,2018-12-03,16,170
Flinders St-Swanston St (West),2018-12-03 16:00:00,2018-12-03,16,1903
Alfred Place,2018-12-03 16:00:00,2018-12-03,16,NA
Lonsdale St-Spring St (West),2018-12-03 16:00:00,2018-12-03,16,388
Grattan St-Swanston St (West),2018-12-03 16:00:00,2018-12-03,16,639
Monash Rd-Swanston St (West),2018-12-03 16:00:00,2018-12-03,16,200
Tin Alley-Swanston St (West),2018-12-03 16:00:00,2018-12-03,16,103
Bourke Street Mall (North),2018-12-03 17:00:00,2018-12-03,17,2973
Bourke Street Mall (South),2018-12-03 17:00:00,2018-12-03,17,2363
Melbourne Central,2018-12-03 17:00:00,2018-12-03,17,2332
Town Hall (West),2018-12-03 17:00:00,2018-12-03,17,3405
Princes Bridge,2018-12-03 17:00:00,2018-12-03,17,1949
Flinders Street Station Underpass,2018-12-03 17:00:00,2018-12-03,17,4692
Birrarung Marr,2018-12-03 17:00:00,2018-12-03,17,793
Webb Bridge,2018-12-03 17:00:00,2018-12-03,17,671
Southern Cross Station,2018-12-03 17:00:00,2018-12-03,17,4250
Victoria Point,2018-12-03 17:00:00,2018-12-03,17,618
Waterfront City,2018-12-03 17:00:00,2018-12-03,17,106
New Quay,2018-12-03 17:00:00,2018-12-03,17,426
Flagstaff Station,2018-12-03 17:00:00,2018-12-03,17,NA
Sandridge Bridge,2018-12-03 17:00:00,2018-12-03,17,1999
State Library,2018-12-03 17:00:00,2018-12-03,17,2100
Collins St (North),2018-12-03 17:00:00,2018-12-03,17,1482
Collins Place (South),2018-12-03 17:00:00,2018-12-03,17,1279
Collins Place (North),2018-12-03 17:00:00,2018-12-03,17,1961
Chinatown-Swanston St (North),2018-12-03 17:00:00,2018-12-03,17,1065
Chinatown-Lt Bourke St (South),2018-12-03 17:00:00,2018-12-03,17,619
Bourke St-Russell St (West),2018-12-03 17:00:00,2018-12-03,17,1153
Flinders St-Elizabeth St (East),2018-12-03 17:00:00,2018-12-03,17,4074
Spencer St-Collins St (South),2018-12-03 17:00:00,2018-12-03,17,1294
Spencer St-Collins St (North),2018-12-03 17:00:00,2018-12-03,17,5065
Melbourne Convention Exhibition Centre,2018-12-03 17:00:00,2018-12-03,17,1438
QV Market-Elizabeth St (West),2018-12-03 17:00:00,2018-12-03,17,708
QV Market-Peel St,2018-12-03 17:00:00,2018-12-03,17,228
The Arts Centre,2018-12-03 17:00:00,2018-12-03,17,3006
St Kilda Rd-Alexandra Gardens,2018-12-03 17:00:00,2018-12-03,17,1044
Lonsdale St (South),2018-12-03 17:00:00,2018-12-03,17,849
Lygon St (West),2018-12-03 17:00:00,2018-12-03,17,347
City Square,2018-12-03 17:00:00,2018-12-03,17,NA
Flinders St-Spring St (West),2018-12-03 17:00:00,2018-12-03,17,465
Flinders St-Spark La,2018-12-03 17:00:00,2018-12-03,17,312
Southbank,2018-12-03 17:00:00,2018-12-03,17,4384
Queen St (West),2018-12-03 17:00:00,2018-12-03,17,739
Lygon St (East),2018-12-03 17:00:00,2018-12-03,17,264
Flinders St-Swanston St (West),2018-12-03 17:00:00,2018-12-03,17,2543
Alfred Place,2018-12-03 17:00:00,2018-12-03,17,NA
Lonsdale St-Spring St (West),2018-12-03 17:00:00,2018-12-03,17,610
Grattan St-Swanston St (West),2018-12-03 17:00:00,2018-12-03,17,757
Monash Rd-Swanston St (West),2018-12-03 17:00:00,2018-12-03,17,242
Tin Alley-Swanston St (West),2018-12-03 17:00:00,2018-12-03,17,200
Bourke Street Mall (North),2018-12-03 18:00:00,2018-12-03,18,2371
Bourke Street Mall (South),2018-12-03 18:00:00,2018-12-03,18,1703
Melbourne Central,2018-12-03 18:00:00,2018-12-03,18,2200
Town Hall (West),2018-12-03 18:00:00,2018-12-03,18,2630
Princes Bridge,2018-12-03 18:00:00,2018-12-03,18,1568
Flinders Street Station Underpass,2018-12-03 18:00:00,2018-12-03,18,2950
Birrarung Marr,2018-12-03 18:00:00,2018-12-03,18,779
Webb Bridge,2018-12-03 18:00:00,2018-12-03,18,416
Southern Cross Station,2018-12-03 18:00:00,2018-12-03,18,1774
Victoria Point,2018-12-03 18:00:00,2018-12-03,18,258
Waterfront City,2018-12-03 18:00:00,2018-12-03,18,110
New Quay,2018-12-03 18:00:00,2018-12-03,18,425
Flagstaff Station,2018-12-03 18:00:00,2018-12-03,18,NA
Sandridge Bridge,2018-12-03 18:00:00,2018-12-03,18,1103
State Library,2018-12-03 18:00:00,2018-12-03,18,1692
Collins St (North),2018-12-03 18:00:00,2018-12-03,18,909
Collins Place (South),2018-12-03 18:00:00,2018-12-03,18,830
Collins Place (North),2018-12-03 18:00:00,2018-12-03,18,851
Chinatown-Swanston St (North),2018-12-03 18:00:00,2018-12-03,18,1060
Chinatown-Lt Bourke St (South),2018-12-03 18:00:00,2018-12-03,18,669
Bourke St-Russell St (West),2018-12-03 18:00:00,2018-12-03,18,1107
Flinders St-Elizabeth St (East),2018-12-03 18:00:00,2018-12-03,18,2916
Spencer St-Collins St (South),2018-12-03 18:00:00,2018-12-03,18,656
Spencer St-Collins St (North),2018-12-03 18:00:00,2018-12-03,18,2800
Melbourne Convention Exhibition Centre,2018-12-03 18:00:00,2018-12-03,18,1053
QV Market-Elizabeth St (West),2018-12-03 18:00:00,2018-12-03,18,701
QV Market-Peel St,2018-12-03 18:00:00,2018-12-03,18,182
The Arts Centre,2018-12-03 18:00:00,2018-12-03,18,2400
St Kilda Rd-Alexandra Gardens,2018-12-03 18:00:00,2018-12-03,18,822
Lonsdale St (South),2018-12-03 18:00:00,2018-12-03,18,836
Lygon St (West),2018-12-03 18:00:00,2018-12-03,18,402
City Square,2018-12-03 18:00:00,2018-12-03,18,NA
Flinders St-Spring St (West),2018-12-03 18:00:00,2018-12-03,18,247
Flinders St-Spark La,2018-12-03 18:00:00,2018-12-03,18,178
Southbank,2018-12-03 18:00:00,2018-12-03,18,3518
Queen St (West),2018-12-03 18:00:00,2018-12-03,18,443
Lygon St (East),2018-12-03 18:00:00,2018-12-03,18,277
Flinders St-Swanston St (West),2018-12-03 18:00:00,2018-12-03,18,1408
Alfred Place,2018-12-03 18:00:00,2018-12-03,18,NA
Lonsdale St-Spring St (West),2018-12-03 18:00:00,2018-12-03,18,367
Grattan St-Swanston St (West),2018-12-03 18:00:00,2018-12-03,18,660
Monash Rd-Swanston St (West),2018-12-03 18:00:00,2018-12-03,18,157
Tin Alley-Swanston St (West),2018-12-03 18:00:00,2018-12-03,18,104
Bourke Street Mall (North),2018-12-03 19:00:00,2018-12-03,19,1478
Bourke Street Mall (South),2018-12-03 19:00:00,2018-12-03,19,894
Melbourne Central,2018-12-03 19:00:00,2018-12-03,19,1861
Town Hall (West),2018-12-03 19:00:00,2018-12-03,19,1768
Princes Bridge,2018-12-03 19:00:00,2018-12-03,19,857
Flinders Street Station Underpass,2018-12-03 19:00:00,2018-12-03,19,1611
Birrarung Marr,2018-12-03 19:00:00,2018-12-03,19,340
Webb Bridge,2018-12-03 19:00:00,2018-12-03,19,171
Southern Cross Station,2018-12-03 19:00:00,2018-12-03,19,534
Victoria Point,2018-12-03 19:00:00,2018-12-03,19,129
Waterfront City,2018-12-03 19:00:00,2018-12-03,19,90
New Quay,2018-12-03 19:00:00,2018-12-03,19,294
Flagstaff Station,2018-12-03 19:00:00,2018-12-03,19,NA
Sandridge Bridge,2018-12-03 19:00:00,2018-12-03,19,617
State Library,2018-12-03 19:00:00,2018-12-03,19,1229
Collins St (North),2018-12-03 19:00:00,2018-12-03,19,418
Collins Place (South),2018-12-03 19:00:00,2018-12-03,19,312
Collins Place (North),2018-12-03 19:00:00,2018-12-03,19,292
Chinatown-Swanston St (North),2018-12-03 19:00:00,2018-12-03,19,979
Chinatown-Lt Bourke St (South),2018-12-03 19:00:00,2018-12-03,19,880
Bourke St-Russell St (West),2018-12-03 19:00:00,2018-12-03,19,1029
Flinders St-Elizabeth St (East),2018-12-03 19:00:00,2018-12-03,19,2230
Spencer St-Collins St (South),2018-12-03 19:00:00,2018-12-03,19,334
Spencer St-Collins St (North),2018-12-03 19:00:00,2018-12-03,19,1306
Melbourne Convention Exhibition Centre,2018-12-03 19:00:00,2018-12-03,19,441
QV Market-Elizabeth St (West),2018-12-03 19:00:00,2018-12-03,19,607
QV Market-Peel St,2018-12-03 19:00:00,2018-12-03,19,163
The Arts Centre,2018-12-03 19:00:00,2018-12-03,19,1155
St Kilda Rd-Alexandra Gardens,2018-12-03 19:00:00,2018-12-03,19,509
Lonsdale St (South),2018-12-03 19:00:00,2018-12-03,19,865
Lygon St (West),2018-12-03 19:00:00,2018-12-03,19,389
City Square,2018-12-03 19:00:00,2018-12-03,19,NA
Flinders St-Spring St (West),2018-12-03 19:00:00,2018-12-03,19,85
Flinders St-Spark La,2018-12-03 19:00:00,2018-12-03,19,104
Southbank,2018-12-03 19:00:00,2018-12-03,19,2275
Queen St (West),2018-12-03 19:00:00,2018-12-03,19,223
Lygon St (East),2018-12-03 19:00:00,2018-12-03,19,227
Flinders St-Swanston St (West),2018-12-03 19:00:00,2018-12-03,19,711
Alfred Place,2018-12-03 19:00:00,2018-12-03,19,NA
Lonsdale St-Spring St (West),2018-12-03 19:00:00,2018-12-03,19,221
Grattan St-Swanston St (West),2018-12-03 19:00:00,2018-12-03,19,286
Monash Rd-Swanston St (West),2018-12-03 19:00:00,2018-12-03,19,91
Tin Alley-Swanston St (West),2018-12-03 19:00:00,2018-12-03,19,79
Bourke Street Mall (North),2018-12-03 20:00:00,2018-12-03,20,981
Bourke Street Mall (South),2018-12-03 20:00:00,2018-12-03,20,540
Melbourne Central,2018-12-03 20:00:00,2018-12-03,20,1713
Town Hall (West),2018-12-03 20:00:00,2018-12-03,20,1285
Princes Bridge,2018-12-03 20:00:00,2018-12-03,20,721
Flinders Street Station Underpass,2018-12-03 20:00:00,2018-12-03,20,1312
Birrarung Marr,2018-12-03 20:00:00,2018-12-03,20,184
Webb Bridge,2018-12-03 20:00:00,2018-12-03,20,108
Southern Cross Station,2018-12-03 20:00:00,2018-12-03,20,281
Victoria Point,2018-12-03 20:00:00,2018-12-03,20,98
Waterfront City,2018-12-03 20:00:00,2018-12-03,20,101
New Quay,2018-12-03 20:00:00,2018-12-03,20,362
Flagstaff Station,2018-12-03 20:00:00,2018-12-03,20,NA
Sandridge Bridge,2018-12-03 20:00:00,2018-12-03,20,500
State Library,2018-12-03 20:00:00,2018-12-03,20,1038
Collins St (North),2018-12-03 20:00:00,2018-12-03,20,381
Collins Place (South),2018-12-03 20:00:00,2018-12-03,20,232
Collins Place (North),2018-12-03 20:00:00,2018-12-03,20,127
Chinatown-Swanston St (North),2018-12-03 20:00:00,2018-12-03,20,759
Chinatown-Lt Bourke St (South),2018-12-03 20:00:00,2018-12-03,20,712
Bourke St-Russell St (West),2018-12-03 20:00:00,2018-12-03,20,847
Flinders St-Elizabeth St (East),2018-12-03 20:00:00,2018-12-03,20,1778
Spencer St-Collins St (South),2018-12-03 20:00:00,2018-12-03,20,204
Spencer St-Collins St (North),2018-12-03 20:00:00,2018-12-03,20,979
Melbourne Convention Exhibition Centre,2018-12-03 20:00:00,2018-12-03,20,334
QV Market-Elizabeth St (West),2018-12-03 20:00:00,2018-12-03,20,465
QV Market-Peel St,2018-12-03 20:00:00,2018-12-03,20,102
The Arts Centre,2018-12-03 20:00:00,2018-12-03,20,787
St Kilda Rd-Alexandra Gardens,2018-12-03 20:00:00,2018-12-03,20,333
Lonsdale St (South),2018-12-03 20:00:00,2018-12-03,20,720
Lygon St (West),2018-12-03 20:00:00,2018-12-03,20,604
City Square,2018-12-03 20:00:00,2018-12-03,20,NA
Flinders St-Spring St (West),2018-12-03 20:00:00,2018-12-03,20,70
Flinders St-Spark La,2018-12-03 20:00:00,2018-12-03,20,111
Southbank,2018-12-03 20:00:00,2018-12-03,20,1895
Queen St (West),2018-12-03 20:00:00,2018-12-03,20,175
Lygon St (East),2018-12-03 20:00:00,2018-12-03,20,235
Flinders St-Swanston St (West),2018-12-03 20:00:00,2018-12-03,20,502
Alfred Place,2018-12-03 20:00:00,2018-12-03,20,NA
Lonsdale St-Spring St (West),2018-12-03 20:00:00,2018-12-03,20,165
Grattan St-Swanston St (West),2018-12-03 20:00:00,2018-12-03,20,654
Monash Rd-Swanston St (West),2018-12-03 20:00:00,2018-12-03,20,73
Tin Alley-Swanston St (West),2018-12-03 20:00:00,2018-12-03,20,94
Bourke Street Mall (North),2018-12-03 21:00:00,2018-12-03,21,706
Bourke Street Mall (South),2018-12-03 21:00:00,2018-12-03,21,349
Melbourne Central,2018-12-03 21:00:00,2018-12-03,21,1260
Town Hall (West),2018-12-03 21:00:00,2018-12-03,21,1217
Princes Bridge,2018-12-03 21:00:00,2018-12-03,21,541
Flinders Street Station Underpass,2018-12-03 21:00:00,2018-12-03,21,1292
Birrarung Marr,2018-12-03 21:00:00,2018-12-03,21,400
Webb Bridge,2018-12-03 21:00:00,2018-12-03,21,67
Southern Cross Station,2018-12-03 21:00:00,2018-12-03,21,128
Victoria Point,2018-12-03 21:00:00,2018-12-03,21,73
Waterfront City,2018-12-03 21:00:00,2018-12-03,21,45
New Quay,2018-12-03 21:00:00,2018-12-03,21,169
Flagstaff Station,2018-12-03 21:00:00,2018-12-03,21,NA
Sandridge Bridge,2018-12-03 21:00:00,2018-12-03,21,441
State Library,2018-12-03 21:00:00,2018-12-03,21,732
Collins St (North),2018-12-03 21:00:00,2018-12-03,21,300
Collins Place (South),2018-12-03 21:00:00,2018-12-03,21,197
Collins Place (North),2018-12-03 21:00:00,2018-12-03,21,107
Chinatown-Swanston St (North),2018-12-03 21:00:00,2018-12-03,21,633
Chinatown-Lt Bourke St (South),2018-12-03 21:00:00,2018-12-03,21,527
Bourke St-Russell St (West),2018-12-03 21:00:00,2018-12-03,21,718
Flinders St-Elizabeth St (East),2018-12-03 21:00:00,2018-12-03,21,1476
Spencer St-Collins St (South),2018-12-03 21:00:00,2018-12-03,21,192
Spencer St-Collins St (North),2018-12-03 21:00:00,2018-12-03,21,706
Melbourne Convention Exhibition Centre,2018-12-03 21:00:00,2018-12-03,21,282
QV Market-Elizabeth St (West),2018-12-03 21:00:00,2018-12-03,21,442
QV Market-Peel St,2018-12-03 21:00:00,2018-12-03,21,87
The Arts Centre,2018-12-03 21:00:00,2018-12-03,21,625
St Kilda Rd-Alexandra Gardens,2018-12-03 21:00:00,2018-12-03,21,280
Lonsdale St (South),2018-12-03 21:00:00,2018-12-03,21,616
Lygon St (West),2018-12-03 21:00:00,2018-12-03,21,401
City Square,2018-12-03 21:00:00,2018-12-03,21,NA
Flinders St-Spring St (West),2018-12-03 21:00:00,2018-12-03,21,58
Flinders St-Spark La,2018-12-03 21:00:00,2018-12-03,21,103
Southbank,2018-12-03 21:00:00,2018-12-03,21,1610
Queen St (West),2018-12-03 21:00:00,2018-12-03,21,180
Lygon St (East),2018-12-03 21:00:00,2018-12-03,21,187
Flinders St-Swanston St (West),2018-12-03 21:00:00,2018-12-03,21,433
Alfred Place,2018-12-03 21:00:00,2018-12-03,21,NA
Lonsdale St-Spring St (West),2018-12-03 21:00:00,2018-12-03,21,151
Grattan St-Swanston St (West),2018-12-03 21:00:00,2018-12-03,21,352
Monash Rd-Swanston St (West),2018-12-03 21:00:00,2018-12-03,21,65
Tin Alley-Swanston St (West),2018-12-03 21:00:00,2018-12-03,21,85
Bourke Street Mall (North),2018-12-03 22:00:00,2018-12-03,22,255
Bourke Street Mall (South),2018-12-03 22:00:00,2018-12-03,22,174
Melbourne Central,2018-12-03 22:00:00,2018-12-03,22,851
Town Hall (West),2018-12-03 22:00:00,2018-12-03,22,678
Princes Bridge,2018-12-03 22:00:00,2018-12-03,22,566
Flinders Street Station Underpass,2018-12-03 22:00:00,2018-12-03,22,875
Birrarung Marr,2018-12-03 22:00:00,2018-12-03,22,109
Webb Bridge,2018-12-03 22:00:00,2018-12-03,22,42
Southern Cross Station,2018-12-03 22:00:00,2018-12-03,22,78
Victoria Point,2018-12-03 22:00:00,2018-12-03,22,47
Waterfront City,2018-12-03 22:00:00,2018-12-03,22,21
New Quay,2018-12-03 22:00:00,2018-12-03,22,98
Flagstaff Station,2018-12-03 22:00:00,2018-12-03,22,NA
Sandridge Bridge,2018-12-03 22:00:00,2018-12-03,22,295
State Library,2018-12-03 22:00:00,2018-12-03,22,414
Collins St (North),2018-12-03 22:00:00,2018-12-03,22,151
Collins Place (South),2018-12-03 22:00:00,2018-12-03,22,118
Collins Place (North),2018-12-03 22:00:00,2018-12-03,22,87
Chinatown-Swanston St (North),2018-12-03 22:00:00,2018-12-03,22,348
Chinatown-Lt Bourke St (South),2018-12-03 22:00:00,2018-12-03,22,336
Bourke St-Russell St (West),2018-12-03 22:00:00,2018-12-03,22,507
Flinders St-Elizabeth St (East),2018-12-03 22:00:00,2018-12-03,22,1079
Spencer St-Collins St (South),2018-12-03 22:00:00,2018-12-03,22,132
Spencer St-Collins St (North),2018-12-03 22:00:00,2018-12-03,22,460
Melbourne Convention Exhibition Centre,2018-12-03 22:00:00,2018-12-03,22,154
QV Market-Elizabeth St (West),2018-12-03 22:00:00,2018-12-03,22,289
QV Market-Peel St,2018-12-03 22:00:00,2018-12-03,22,75
The Arts Centre,2018-12-03 22:00:00,2018-12-03,22,1556
St Kilda Rd-Alexandra Gardens,2018-12-03 22:00:00,2018-12-03,22,231
Lonsdale St (South),2018-12-03 22:00:00,2018-12-03,22,434
Lygon St (West),2018-12-03 22:00:00,2018-12-03,22,235
City Square,2018-12-03 22:00:00,2018-12-03,22,NA
Flinders St-Spring St (West),2018-12-03 22:00:00,2018-12-03,22,44
Flinders St-Spark La,2018-12-03 22:00:00,2018-12-03,22,82
Southbank,2018-12-03 22:00:00,2018-12-03,22,1021
Queen St (West),2018-12-03 22:00:00,2018-12-03,22,69
Lygon St (East),2018-12-03 22:00:00,2018-12-03,22,110
Flinders St-Swanston St (West),2018-12-03 22:00:00,2018-12-03,22,307
Alfred Place,2018-12-03 22:00:00,2018-12-03,22,NA
Lonsdale St-Spring St (West),2018-12-03 22:00:00,2018-12-03,22,66
Grattan St-Swanston St (West),2018-12-03 22:00:00,2018-12-03,22,499
Monash Rd-Swanston St (West),2018-12-03 22:00:00,2018-12-03,22,30
Tin Alley-Swanston St (West),2018-12-03 22:00:00,2018-12-03,22,26
Bourke Street Mall (North),2018-12-03 23:00:00,2018-12-03,23,143
Bourke Street Mall (South),2018-12-03 23:00:00,2018-12-03,23,102
Melbourne Central,2018-12-03 23:00:00,2018-12-03,23,536
Town Hall (West),2018-12-03 23:00:00,2018-12-03,23,338
Princes Bridge,2018-12-03 23:00:00,2018-12-03,23,192
Flinders Street Station Underpass,2018-12-03 23:00:00,2018-12-03,23,530
Birrarung Marr,2018-12-03 23:00:00,2018-12-03,23,31
Webb Bridge,2018-12-03 23:00:00,2018-12-03,23,22
Southern Cross Station,2018-12-03 23:00:00,2018-12-03,23,66
Victoria Point,2018-12-03 23:00:00,2018-12-03,23,27
Waterfront City,2018-12-03 23:00:00,2018-12-03,23,14
New Quay,2018-12-03 23:00:00,2018-12-03,23,61
Flagstaff Station,2018-12-03 23:00:00,2018-12-03,23,NA
Sandridge Bridge,2018-12-03 23:00:00,2018-12-03,23,220
State Library,2018-12-03 23:00:00,2018-12-03,23,172
Collins St (North),2018-12-03 23:00:00,2018-12-03,23,67
Collins Place (South),2018-12-03 23:00:00,2018-12-03,23,59
Collins Place (North),2018-12-03 23:00:00,2018-12-03,23,45
Chinatown-Swanston St (North),2018-12-03 23:00:00,2018-12-03,23,197
Chinatown-Lt Bourke St (South),2018-12-03 23:00:00,2018-12-03,23,170
Bourke St-Russell St (West),2018-12-03 23:00:00,2018-12-03,23,333
Flinders St-Elizabeth St (East),2018-12-03 23:00:00,2018-12-03,23,581
Spencer St-Collins St (South),2018-12-03 23:00:00,2018-12-03,23,64
Spencer St-Collins St (North),2018-12-03 23:00:00,2018-12-03,23,304
Melbourne Convention Exhibition Centre,2018-12-03 23:00:00,2018-12-03,23,110
QV Market-Elizabeth St (West),2018-12-03 23:00:00,2018-12-03,23,182
QV Market-Peel St,2018-12-03 23:00:00,2018-12-03,23,25
The Arts Centre,2018-12-03 23:00:00,2018-12-03,23,212
St Kilda Rd-Alexandra Gardens,2018-12-03 23:00:00,2018-12-03,23,50
Lonsdale St (South),2018-12-03 23:00:00,2018-12-03,23,281
Lygon St (West),2018-12-03 23:00:00,2018-12-03,23,140
City Square,2018-12-03 23:00:00,2018-12-03,23,NA
Flinders St-Spring St (West),2018-12-03 23:00:00,2018-12-03,23,25
Flinders St-Spark La,2018-12-03 23:00:00,2018-12-03,23,16
Southbank,2018-12-03 23:00:00,2018-12-03,23,400
Queen St (West),2018-12-03 23:00:00,2018-12-03,23,46
Lygon St (East),2018-12-03 23:00:00,2018-12-03,23,45
Flinders St-Swanston St (West),2018-12-03 23:00:00,2018-12-03,23,185
Alfred Place,2018-12-03 23:00:00,2018-12-03,23,NA
Lonsdale St-Spring St (West),2018-12-03 23:00:00,2018-12-03,23,39
Grattan St-Swanston St (West),2018-12-03 23:00:00,2018-12-03,23,448
Monash Rd-Swanston St (West),2018-12-03 23:00:00,2018-12-03,23,10
Tin Alley-Swanston St (West),2018-12-03 23:00:00,2018-12-03,23,8
Bourke Street Mall (North),2018-12-04 00:00:00,2018-12-04,0,53
Bourke Street Mall (South),2018-12-04 00:00:00,2018-12-04,0,49
Melbourne Central,2018-12-04 00:00:00,2018-12-04,0,235
Town Hall (West),2018-12-04 00:00:00,2018-12-04,0,122
Princes Bridge,2018-12-04 00:00:00,2018-12-04,0,66
Flinders Street Station Underpass,2018-12-04 00:00:00,2018-12-04,0,217
Birrarung Marr,2018-12-04 00:00:00,2018-12-04,0,34
Webb Bridge,2018-12-04 00:00:00,2018-12-04,0,11
Southern Cross Station,2018-12-04 00:00:00,2018-12-04,0,22
Victoria Point,2018-12-04 00:00:00,2018-12-04,0,7
Waterfront City,2018-12-04 00:00:00,2018-12-04,0,2
New Quay,2018-12-04 00:00:00,2018-12-04,0,9
Flagstaff Station,2018-12-04 00:00:00,2018-12-04,0,NA
Sandridge Bridge,2018-12-04 00:00:00,2018-12-04,0,74
State Library,2018-12-04 00:00:00,2018-12-04,0,114
Collins St (North),2018-12-04 00:00:00,2018-12-04,0,35
Collins Place (South),2018-12-04 00:00:00,2018-12-04,0,43
Collins Place (North),2018-12-04 00:00:00,2018-12-04,0,2
Chinatown-Swanston St (North),2018-12-04 00:00:00,2018-12-04,0,125
Chinatown-Lt Bourke St (South),2018-12-04 00:00:00,2018-12-04,0,91
Bourke St-Russell St (West),2018-12-04 00:00:00,2018-12-04,0,265
Flinders St-Elizabeth St (East),2018-12-04 00:00:00,2018-12-04,0,206
Spencer St-Collins St (South),2018-12-04 00:00:00,2018-12-04,0,40
Spencer St-Collins St (North),2018-12-04 00:00:00,2018-12-04,0,115
Melbourne Convention Exhibition Centre,2018-12-04 00:00:00,2018-12-04,0,38
QV Market-Elizabeth St (West),2018-12-04 00:00:00,2018-12-04,0,117
QV Market-Peel St,2018-12-04 00:00:00,2018-12-04,0,15
The Arts Centre,2018-12-04 00:00:00,2018-12-04,0,66
St Kilda Rd-Alexandra Gardens,2018-12-04 00:00:00,2018-12-04,0,14
