Sensor,Date_Time,Date,Time,Count
Monash Rd-Swanston St (West),2018-12-26 09:00:00,2018-12-26,9,20
Tin Alley-Swanston St (West),2018-12-26 09:00:00,2018-12-26,9,21
Bourke Street Mall (North),2018-12-26 10:00:00,2018-12-26,10,2972
Bourke Street Mall (South),2018-12-26 10:00:00,2018-12-26,10,3401
Melbourne Central,2018-12-26 10:00:00,2018-12-26,10,1591
Town Hall (West),2018-12-26 10:00:00,2018-12-26,10,2844
Princes Bridge,2018-12-26 10:00:00,2018-12-26,10,1287
Flinders Street Station Underpass,2018-12-26 10:00:00,2018-12-26,10,1424
Birrarung Marr,2018-12-26 10:00:00,2018-12-26,10,1313
Webb Bridge,2018-12-26 10:00:00,2018-12-26,10,520
Southern Cross Station,2018-12-26 10:00:00,2018-12-26,10,135
Victoria Point,2018-12-26 10:00:00,2018-12-26,10,48
Waterfront City,2018-12-26 10:00:00,2018-12-26,10,51
New Quay,2018-12-26 10:00:00,2018-12-26,10,250
Flagstaff Station,2018-12-26 10:00:00,2018-12-26,10,NA
Sandridge Bridge,2018-12-26 10:00:00,2018-12-26,10,648
State Library,2018-12-26 10:00:00,2018-12-26,10,958
Collins St (North),2018-12-26 10:00:00,2018-12-26,10,1329
Collins Place (South),2018-12-26 10:00:00,2018-12-26,10,256
Collins Place (North),2018-12-26 10:00:00,2018-12-26,10,119
Chinatown-Swanston St (North),2018-12-26 10:00:00,2018-12-26,10,645
Chinatown-Lt Bourke St (South),2018-12-26 10:00:00,2018-12-26,10,350
Bourke St-Russell St (West),2018-12-26 10:00:00,2018-12-26,10,578
Flinders St-Elizabeth St (East),2018-12-26 10:00:00,2018-12-26,10,NA
Spencer St-Collins St (South),2018-12-26 10:00:00,2018-12-26,10,247
Spencer St-Collins St (North),2018-12-26 10:00:00,2018-12-26,10,1261
Melbourne Convention Exhibition Centre,2018-12-26 10:00:00,2018-12-26,10,2722
QV Market-Elizabeth St (West),2018-12-26 10:00:00,2018-12-26,10,519
QV Market-Peel St,2018-12-26 10:00:00,2018-12-26,10,124
The Arts Centre,2018-12-26 10:00:00,2018-12-26,10,796
St Kilda Rd-Alexandra Gardens,2018-12-26 10:00:00,2018-12-26,10,352
Lonsdale St (South),2018-12-26 10:00:00,2018-12-26,10,586
Lygon St (West),2018-12-26 10:00:00,2018-12-26,10,93
City Square,2018-12-26 10:00:00,2018-12-26,10,NA
Flinders St-Spring St (West),2018-12-26 10:00:00,2018-12-26,10,153
Flinders St-Spark La,2018-12-26 10:00:00,2018-12-26,10,144
Southbank,2018-12-26 10:00:00,2018-12-26,10,1873
Queen St (West),2018-12-26 10:00:00,2018-12-26,10,141
Lygon St (East),2018-12-26 10:00:00,2018-12-26,10,90
Flinders St-Swanston St (West),2018-12-26 10:00:00,2018-12-26,10,876
Alfred Place,2018-12-26 10:00:00,2018-12-26,10,NA
Lonsdale St-Spring St (West),2018-12-26 10:00:00,2018-12-26,10,159
Grattan St-Swanston St (West),2018-12-26 10:00:00,2018-12-26,10,157
Monash Rd-Swanston St (West),2018-12-26 10:00:00,2018-12-26,10,28
Tin Alley-Swanston St (West),2018-12-26 10:00:00,2018-12-26,10,15
Bourke Street Mall (North),2018-12-26 11:00:00,2018-12-26,11,3742
Bourke Street Mall (South),2018-12-26 11:00:00,2018-12-26,11,4558
Melbourne Central,2018-12-26 11:00:00,2018-12-26,11,2202
Town Hall (West),2018-12-26 11:00:00,2018-12-26,11,3787
Princes Bridge,2018-12-26 11:00:00,2018-12-26,11,1775
Flinders Street Station Underpass,2018-12-26 11:00:00,2018-12-26,11,1772
Birrarung Marr,2018-12-26 11:00:00,2018-12-26,11,546
Webb Bridge,2018-12-26 11:00:00,2018-12-26,11,595
Southern Cross Station,2018-12-26 11:00:00,2018-12-26,11,214
Victoria Point,2018-12-26 11:00:00,2018-12-26,11,62
Waterfront City,2018-12-26 11:00:00,2018-12-26,11,60
New Quay,2018-12-26 11:00:00,2018-12-26,11,259
Flagstaff Station,2018-12-26 11:00:00,2018-12-26,11,NA
Sandridge Bridge,2018-12-26 11:00:00,2018-12-26,11,784
State Library,2018-12-26 11:00:00,2018-12-26,11,1470
Collins St (North),2018-12-26 11:00:00,2018-12-26,11,1667
Collins Place (South),2018-12-26 11:00:00,2018-12-26,11,279
Collins Place (North),2018-12-26 11:00:00,2018-12-26,11,159
Chinatown-Swanston St (North),2018-12-26 11:00:00,2018-12-26,11,1069
Chinatown-Lt Bourke St (South),2018-12-26 11:00:00,2018-12-26,11,616
Bourke St-Russell St (West),2018-12-26 11:00:00,2018-12-26,11,898
Flinders St-Elizabeth St (East),2018-12-26 11:00:00,2018-12-26,11,NA
Spencer St-Collins St (South),2018-12-26 11:00:00,2018-12-26,11,357
Spencer St-Collins St (North),2018-12-26 11:00:00,2018-12-26,11,1374
Melbourne Convention Exhibition Centre,2018-12-26 11:00:00,2018-12-26,11,3266
QV Market-Elizabeth St (West),2018-12-26 11:00:00,2018-12-26,11,592
QV Market-Peel St,2018-12-26 11:00:00,2018-12-26,11,179
The Arts Centre,2018-12-26 11:00:00,2018-12-26,11,1106
St Kilda Rd-Alexandra Gardens,2018-12-26 11:00:00,2018-12-26,11,527
Lonsdale St (South),2018-12-26 11:00:00,2018-12-26,11,674
Lygon St (West),2018-12-26 11:00:00,2018-12-26,11,171
City Square,2018-12-26 11:00:00,2018-12-26,11,NA
Flinders St-Spring St (West),2018-12-26 11:00:00,2018-12-26,11,114
Flinders St-Spark La,2018-12-26 11:00:00,2018-12-26,11,114
Southbank,2018-12-26 11:00:00,2018-12-26,11,2334
Queen St (West),2018-12-26 11:00:00,2018-12-26,11,137
Lygon St (East),2018-12-26 11:00:00,2018-12-26,11,126
Flinders St-Swanston St (West),2018-12-26 11:00:00,2018-12-26,11,1026
Alfred Place,2018-12-26 11:00:00,2018-12-26,11,NA
Lonsdale St-Spring St (West),2018-12-26 11:00:00,2018-12-26,11,217
Grattan St-Swanston St (West),2018-12-26 11:00:00,2018-12-26,11,159
Monash Rd-Swanston St (West),2018-12-26 11:00:00,2018-12-26,11,31
Tin Alley-Swanston St (West),2018-12-26 11:00:00,2018-12-26,11,23
Bourke Street Mall (North),2018-12-26 12:00:00,2018-12-26,12,4080
Bourke Street Mall (South),2018-12-26 12:00:00,2018-12-26,12,5000
Melbourne Central,2018-12-26 12:00:00,2018-12-26,12,2999
Town Hall (West),2018-12-26 12:00:00,2018-12-26,12,4131
Princes Bridge,2018-12-26 12:00:00,2018-12-26,12,2282
Flinders Street Station Underpass,2018-12-26 12:00:00,2018-12-26,12,1892
Birrarung Marr,2018-12-26 12:00:00,2018-12-26,12,509
Webb Bridge,2018-12-26 12:00:00,2018-12-26,12,684
Southern Cross Station,2018-12-26 12:00:00,2018-12-26,12,178
Victoria Point,2018-12-26 12:00:00,2018-12-26,12,54
Waterfront City,2018-12-26 12:00:00,2018-12-26,12,159
New Quay,2018-12-26 12:00:00,2018-12-26,12,337
Flagstaff Station,2018-12-26 12:00:00,2018-12-26,12,NA
Sandridge Bridge,2018-12-26 12:00:00,2018-12-26,12,839
State Library,2018-12-26 12:00:00,2018-12-26,12,1767
Collins St (North),2018-12-26 12:00:00,2018-12-26,12,1877
Collins Place (South),2018-12-26 12:00:00,2018-12-26,12,321
Collins Place (North),2018-12-26 12:00:00,2018-12-26,12,166
Chinatown-Swanston St (North),2018-12-26 12:00:00,2018-12-26,12,1766
Chinatown-Lt Bourke St (South),2018-12-26 12:00:00,2018-12-26,12,964
Bourke St-Russell St (West),2018-12-26 12:00:00,2018-12-26,12,1213
Flinders St-Elizabeth St (East),2018-12-26 12:00:00,2018-12-26,12,NA
Spencer St-Collins St (South),2018-12-26 12:00:00,2018-12-26,12,268
Spencer St-Collins St (North),2018-12-26 12:00:00,2018-12-26,12,1339
Melbourne Convention Exhibition Centre,2018-12-26 12:00:00,2018-12-26,12,3745
QV Market-Elizabeth St (West),2018-12-26 12:00:00,2018-12-26,12,714
QV Market-Peel St,2018-12-26 12:00:00,2018-12-26,12,154
The Arts Centre,2018-12-26 12:00:00,2018-12-26,12,1815
St Kilda Rd-Alexandra Gardens,2018-12-26 12:00:00,2018-12-26,12,693
Lonsdale St (South),2018-12-26 12:00:00,2018-12-26,12,1077
Lygon St (West),2018-12-26 12:00:00,2018-12-26,12,219
City Square,2018-12-26 12:00:00,2018-12-26,12,NA
Flinders St-Spring St (West),2018-12-26 12:00:00,2018-12-26,12,125
Flinders St-Spark La,2018-12-26 12:00:00,2018-12-26,12,101
Southbank,2018-12-26 12:00:00,2018-12-26,12,2825
Queen St (West),2018-12-26 12:00:00,2018-12-26,12,158
Lygon St (East),2018-12-26 12:00:00,2018-12-26,12,172
Flinders St-Swanston St (West),2018-12-26 12:00:00,2018-12-26,12,1020
Alfred Place,2018-12-26 12:00:00,2018-12-26,12,NA
Lonsdale St-Spring St (West),2018-12-26 12:00:00,2018-12-26,12,155
Grattan St-Swanston St (West),2018-12-26 12:00:00,2018-12-26,12,123
Monash Rd-Swanston St (West),2018-12-26 12:00:00,2018-12-26,12,42
Tin Alley-Swanston St (West),2018-12-26 12:00:00,2018-12-26,12,33
Bourke Street Mall (North),2018-12-26 13:00:00,2018-12-26,13,4185
Bourke Street Mall (South),2018-12-26 13:00:00,2018-12-26,13,5538
Melbourne Central,2018-12-26 13:00:00,2018-12-26,13,3344
Town Hall (West),2018-12-26 13:00:00,2018-12-26,13,4578
Princes Bridge,2018-12-26 13:00:00,2018-12-26,13,2572
Flinders Street Station Underpass,2018-12-26 13:00:00,2018-12-26,13,2245
Birrarung Marr,2018-12-26 13:00:00,2018-12-26,13,607
Webb Bridge,2018-12-26 13:00:00,2018-12-26,13,522
Southern Cross Station,2018-12-26 13:00:00,2018-12-26,13,148
Victoria Point,2018-12-26 13:00:00,2018-12-26,13,53
Waterfront City,2018-12-26 13:00:00,2018-12-26,13,129
New Quay,2018-12-26 13:00:00,2018-12-26,13,371
Flagstaff Station,2018-12-26 13:00:00,2018-12-26,13,NA
Sandridge Bridge,2018-12-26 13:00:00,2018-12-26,13,931
State Library,2018-12-26 13:00:00,2018-12-26,13,2217
Collins St (North),2018-12-26 13:00:00,2018-12-26,13,2086
Collins Place (South),2018-12-26 13:00:00,2018-12-26,13,277
Collins Place (North),2018-12-26 13:00:00,2018-12-26,13,160
Chinatown-Swanston St (North),2018-12-26 13:00:00,2018-12-26,13,1955
Chinatown-Lt Bourke St (South),2018-12-26 13:00:00,2018-12-26,13,971
Bourke St-Russell St (West),2018-12-26 13:00:00,2018-12-26,13,1445
Flinders St-Elizabeth St (East),2018-12-26 13:00:00,2018-12-26,13,NA
Spencer St-Collins St (South),2018-12-26 13:00:00,2018-12-26,13,312
Spencer St-Collins St (North),2018-12-26 13:00:00,2018-12-26,13,1455
Melbourne Convention Exhibition Centre,2018-12-26 13:00:00,2018-12-26,13,4041
QV Market-Elizabeth St (West),2018-12-26 13:00:00,2018-12-26,13,739
QV Market-Peel St,2018-12-26 13:00:00,2018-12-26,13,159
The Arts Centre,2018-12-26 13:00:00,2018-12-26,13,1778
St Kilda Rd-Alexandra Gardens,2018-12-26 13:00:00,2018-12-26,13,943
Lonsdale St (South),2018-12-26 13:00:00,2018-12-26,13,1075
Lygon St (West),2018-12-26 13:00:00,2018-12-26,13,264
City Square,2018-12-26 13:00:00,2018-12-26,13,NA
Flinders St-Spring St (West),2018-12-26 13:00:00,2018-12-26,13,69
Flinders St-Spark La,2018-12-26 13:00:00,2018-12-26,13,62
Southbank,2018-12-26 13:00:00,2018-12-26,13,3188
Queen St (West),2018-12-26 13:00:00,2018-12-26,13,124
Lygon St (East),2018-12-26 13:00:00,2018-12-26,13,180
Flinders St-Swanston St (West),2018-12-26 13:00:00,2018-12-26,13,977
Alfred Place,2018-12-26 13:00:00,2018-12-26,13,NA
Lonsdale St-Spring St (West),2018-12-26 13:00:00,2018-12-26,13,170
Grattan St-Swanston St (West),2018-12-26 13:00:00,2018-12-26,13,91
Monash Rd-Swanston St (West),2018-12-26 13:00:00,2018-12-26,13,40
Tin Alley-Swanston St (West),2018-12-26 13:00:00,2018-12-26,13,31
Bourke Street Mall (North),2018-12-26 14:00:00,2018-12-26,14,3771
Bourke Street Mall (South),2018-12-26 14:00:00,2018-12-26,14,5720
Melbourne Central,2018-12-26 14:00:00,2018-12-26,14,3664
Town Hall (West),2018-12-26 14:00:00,2018-12-26,14,4770
Princes Bridge,2018-12-26 14:00:00,2018-12-26,14,2970
Flinders Street Station Underpass,2018-12-26 14:00:00,2018-12-26,14,2540
Birrarung Marr,2018-12-26 14:00:00,2018-12-26,14,650
Webb Bridge,2018-12-26 14:00:00,2018-12-26,14,484
Southern Cross Station,2018-12-26 14:00:00,2018-12-26,14,165
Victoria Point,2018-12-26 14:00:00,2018-12-26,14,52
Waterfront City,2018-12-26 14:00:00,2018-12-26,14,162
New Quay,2018-12-26 14:00:00,2018-12-26,14,390
Flagstaff Station,2018-12-26 14:00:00,2018-12-26,14,NA
Sandridge Bridge,2018-12-26 14:00:00,2018-12-26,14,1043
State Library,2018-12-26 14:00:00,2018-12-26,14,2263
Collins St (North),2018-12-26 14:00:00,2018-12-26,14,2062
Collins Place (South),2018-12-26 14:00:00,2018-12-26,14,271
Collins Place (North),2018-12-26 14:00:00,2018-12-26,14,173
Chinatown-Swanston St (North),2018-12-26 14:00:00,2018-12-26,14,1775
Chinatown-Lt Bourke St (South),2018-12-26 14:00:00,2018-12-26,14,797
Bourke St-Russell St (West),2018-12-26 14:00:00,2018-12-26,14,1438
Flinders St-Elizabeth St (East),2018-12-26 14:00:00,2018-12-26,14,NA
Spencer St-Collins St (South),2018-12-26 14:00:00,2018-12-26,14,283
Spencer St-Collins St (North),2018-12-26 14:00:00,2018-12-26,14,1407
Melbourne Convention Exhibition Centre,2018-12-26 14:00:00,2018-12-26,14,3882
QV Market-Elizabeth St (West),2018-12-26 14:00:00,2018-12-26,14,565
QV Market-Peel St,2018-12-26 14:00:00,2018-12-26,14,130
The Arts Centre,2018-12-26 14:00:00,2018-12-26,14,2582
St Kilda Rd-Alexandra Gardens,2018-12-26 14:00:00,2018-12-26,14,889
Lonsdale St (South),2018-12-26 14:00:00,2018-12-26,14,1129
Lygon St (West),2018-12-26 14:00:00,2018-12-26,14,294
City Square,2018-12-26 14:00:00,2018-12-26,14,NA
Flinders St-Spring St (West),2018-12-26 14:00:00,2018-12-26,14,120
Flinders St-Spark La,2018-12-26 14:00:00,2018-12-26,14,62
Southbank,2018-12-26 14:00:00,2018-12-26,14,3671
Queen St (West),2018-12-26 14:00:00,2018-12-26,14,176
Lygon St (East),2018-12-26 14:00:00,2018-12-26,14,218
Flinders St-Swanston St (West),2018-12-26 14:00:00,2018-12-26,14,955
Alfred Place,2018-12-26 14:00:00,2018-12-26,14,NA
Lonsdale St-Spring St (West),2018-12-26 14:00:00,2018-12-26,14,173
Grattan St-Swanston St (West),2018-12-26 14:00:00,2018-12-26,14,141
Monash Rd-Swanston St (West),2018-12-26 14:00:00,2018-12-26,14,57
Tin Alley-Swanston St (West),2018-12-26 14:00:00,2018-12-26,14,38
Bourke Street Mall (North),2018-12-26 15:00:00,2018-12-26,15,3693
Bourke Street Mall (South),2018-12-26 15:00:00,2018-12-26,15,5689
Melbourne Central,2018-12-26 15:00:00,2018-12-26,15,3438
Town Hall (West),2018-12-26 15:00:00,2018-12-26,15,4840
Princes Bridge,2018-12-26 15:00:00,2018-12-26,15,2734
Flinders Street Station Underpass,2018-12-26 15:00:00,2018-12-26,15,2539
Birrarung Marr,2018-12-26 15:00:00,2018-12-26,15,928
Webb Bridge,2018-12-26 15:00:00,2018-12-26,15,475
Southern Cross Station,2018-12-26 15:00:00,2018-12-26,15,170
Victoria Point,2018-12-26 15:00:00,2018-12-26,15,34
Waterfront City,2018-12-26 15:00:00,2018-12-26,15,137
New Quay,2018-12-26 15:00:00,2018-12-26,15,391
Flagstaff Station,2018-12-26 15:00:00,2018-12-26,15,NA
Sandridge Bridge,2018-12-26 15:00:00,2018-12-26,15,1108
State Library,2018-12-26 15:00:00,2018-12-26,15,2181
Collins St (North),2018-12-26 15:00:00,2018-12-26,15,2024
Collins Place (South),2018-12-26 15:00:00,2018-12-26,15,255
Collins Place (North),2018-12-26 15:00:00,2018-12-26,15,159
Chinatown-Swanston St (North),2018-12-26 15:00:00,2018-12-26,15,1683
Chinatown-Lt Bourke St (South),2018-12-26 15:00:00,2018-12-26,15,593
Bourke St-Russell St (West),2018-12-26 15:00:00,2018-12-26,15,1569
Flinders St-Elizabeth St (East),2018-12-26 15:00:00,2018-12-26,15,NA
Spencer St-Collins St (South),2018-12-26 15:00:00,2018-12-26,15,309
Spencer St-Collins St (North),2018-12-26 15:00:00,2018-12-26,15,1427
Melbourne Convention Exhibition Centre,2018-12-26 15:00:00,2018-12-26,15,3777
QV Market-Elizabeth St (West),2018-12-26 15:00:00,2018-12-26,15,576
QV Market-Peel St,2018-12-26 15:00:00,2018-12-26,15,117
The Arts Centre,2018-12-26 15:00:00,2018-12-26,15,1776
St Kilda Rd-Alexandra Gardens,2018-12-26 15:00:00,2018-12-26,15,1003
Lonsdale St (South),2018-12-26 15:00:00,2018-12-26,15,1009
Lygon St (West),2018-12-26 15:00:00,2018-12-26,15,396
City Square,2018-12-26 15:00:00,2018-12-26,15,NA
Flinders St-Spring St (West),2018-12-26 15:00:00,2018-12-26,15,86
Flinders St-Spark La,2018-12-26 15:00:00,2018-12-26,15,89
Southbank,2018-12-26 15:00:00,2018-12-26,15,3618
Queen St (West),2018-12-26 15:00:00,2018-12-26,15,182
Lygon St (East),2018-12-26 15:00:00,2018-12-26,15,208
Flinders St-Swanston St (West),2018-12-26 15:00:00,2018-12-26,15,1054
Alfred Place,2018-12-26 15:00:00,2018-12-26,15,NA
Lonsdale St-Spring St (West),2018-12-26 15:00:00,2018-12-26,15,201
Grattan St-Swanston St (West),2018-12-26 15:00:00,2018-12-26,15,169
Monash Rd-Swanston St (West),2018-12-26 15:00:00,2018-12-26,15,44
Tin Alley-Swanston St (West),2018-12-26 15:00:00,2018-12-26,15,26
Bourke Street Mall (North),2018-12-26 16:00:00,2018-12-26,16,3659
Bourke Street Mall (South),2018-12-26 16:00:00,2018-12-26,16,5183
Melbourne Central,2018-12-26 16:00:00,2018-12-26,16,3111
Town Hall (West),2018-12-26 16:00:00,2018-12-26,16,4340
Princes Bridge,2018-12-26 16:00:00,2018-12-26,16,2509
Flinders Street Station Underpass,2018-12-26 16:00:00,2018-12-26,16,2548
Birrarung Marr,2018-12-26 16:00:00,2018-12-26,16,1145
Webb Bridge,2018-12-26 16:00:00,2018-12-26,16,453
Southern Cross Station,2018-12-26 16:00:00,2018-12-26,16,167
Victoria Point,2018-12-26 16:00:00,2018-12-26,16,68
Waterfront City,2018-12-26 16:00:00,2018-12-26,16,129
New Quay,2018-12-26 16:00:00,2018-12-26,16,416
Flagstaff Station,2018-12-26 16:00:00,2018-12-26,16,NA
Sandridge Bridge,2018-12-26 16:00:00,2018-12-26,16,1075
State Library,2018-12-26 16:00:00,2018-12-26,16,2260
Collins St (North),2018-12-26 16:00:00,2018-12-26,16,1700
Collins Place (South),2018-12-26 16:00:00,2018-12-26,16,239
Collins Place (North),2018-12-26 16:00:00,2018-12-26,16,181
Chinatown-Swanston St (North),2018-12-26 16:00:00,2018-12-26,16,1565
Chinatown-Lt Bourke St (South),2018-12-26 16:00:00,2018-12-26,16,468
Bourke St-Russell St (West),2018-12-26 16:00:00,2018-12-26,16,1510
Flinders St-Elizabeth St (East),2018-12-26 16:00:00,2018-12-26,16,NA
Spencer St-Collins St (South),2018-12-26 16:00:00,2018-12-26,16,297
Spencer St-Collins St (North),2018-12-26 16:00:00,2018-12-26,16,1414
Melbourne Convention Exhibition Centre,2018-12-26 16:00:00,2018-12-26,16,3502
QV Market-Elizabeth St (West),2018-12-26 16:00:00,2018-12-26,16,563
QV Market-Peel St,2018-12-26 16:00:00,2018-12-26,16,151
The Arts Centre,2018-12-26 16:00:00,2018-12-26,16,1378
St Kilda Rd-Alexandra Gardens,2018-12-26 16:00:00,2018-12-26,16,973
Lonsdale St (South),2018-12-26 16:00:00,2018-12-26,16,876
Lygon St (West),2018-12-26 16:00:00,2018-12-26,16,287
City Square,2018-12-26 16:00:00,2018-12-26,16,NA
Flinders St-Spring St (West),2018-12-26 16:00:00,2018-12-26,16,126
Flinders St-Spark La,2018-12-26 16:00:00,2018-12-26,16,129
Southbank,2018-12-26 16:00:00,2018-12-26,16,3491
Queen St (West),2018-12-26 16:00:00,2018-12-26,16,172
Lygon St (East),2018-12-26 16:00:00,2018-12-26,16,162
Flinders St-Swanston St (West),2018-12-26 16:00:00,2018-12-26,16,1009
Alfred Place,2018-12-26 16:00:00,2018-12-26,16,NA
Lonsdale St-Spring St (West),2018-12-26 16:00:00,2018-12-26,16,135
Grattan St-Swanston St (West),2018-12-26 16:00:00,2018-12-26,16,73
Monash Rd-Swanston St (West),2018-12-26 16:00:00,2018-12-26,16,54
Tin Alley-Swanston St (West),2018-12-26 16:00:00,2018-12-26,16,48
Bourke Street Mall (North),2018-12-26 17:00:00,2018-12-26,17,3669
Bourke Street Mall (South),2018-12-26 17:00:00,2018-12-26,17,4635
Melbourne Central,2018-12-26 17:00:00,2018-12-26,17,2877
Town Hall (West),2018-12-26 17:00:00,2018-12-26,17,3847
Princes Bridge,2018-12-26 17:00:00,2018-12-26,17,2722
Flinders Street Station Underpass,2018-12-26 17:00:00,2018-12-26,17,2303
Birrarung Marr,2018-12-26 17:00:00,2018-12-26,17,1493
Webb Bridge,2018-12-26 17:00:00,2018-12-26,17,380
Southern Cross Station,2018-12-26 17:00:00,2018-12-26,17,185
Victoria Point,2018-12-26 17:00:00,2018-12-26,17,69
Waterfront City,2018-12-26 17:00:00,2018-12-26,17,114
New Quay,2018-12-26 17:00:00,2018-12-26,17,375
Flagstaff Station,2018-12-26 17:00:00,2018-12-26,17,NA
Sandridge Bridge,2018-12-26 17:00:00,2018-12-26,17,1096
State Library,2018-12-26 17:00:00,2018-12-26,17,2059
Collins St (North),2018-12-26 17:00:00,2018-12-26,17,1424
Collins Place (South),2018-12-26 17:00:00,2018-12-26,17,285
Collins Place (North),2018-12-26 17:00:00,2018-12-26,17,144
Chinatown-Swanston St (North),2018-12-26 17:00:00,2018-12-26,17,1422
Chinatown-Lt Bourke St (South),2018-12-26 17:00:00,2018-12-26,17,481
Bourke St-Russell St (West),2018-12-26 17:00:00,2018-12-26,17,1457
Flinders St-Elizabeth St (East),2018-12-26 17:00:00,2018-12-26,17,NA
Spencer St-Collins St (South),2018-12-26 17:00:00,2018-12-26,17,262
Spencer St-Collins St (North),2018-12-26 17:00:00,2018-12-26,17,1448
Melbourne Convention Exhibition Centre,2018-12-26 17:00:00,2018-12-26,17,3073
QV Market-Elizabeth St (West),2018-12-26 17:00:00,2018-12-26,17,511
QV Market-Peel St,2018-12-26 17:00:00,2018-12-26,17,113
The Arts Centre,2018-12-26 17:00:00,2018-12-26,17,2095
St Kilda Rd-Alexandra Gardens,2018-12-26 17:00:00,2018-12-26,17,1053
Lonsdale St (South),2018-12-26 17:00:00,2018-12-26,17,1027
Lygon St (West),2018-12-26 17:00:00,2018-12-26,17,413
City Square,2018-12-26 17:00:00,2018-12-26,17,NA
Flinders St-Spring St (West),2018-12-26 17:00:00,2018-12-26,17,137
Flinders St-Spark La,2018-12-26 17:00:00,2018-12-26,17,176
Southbank,2018-12-26 17:00:00,2018-12-26,17,3779
Queen St (West),2018-12-26 17:00:00,2018-12-26,17,153
Lygon St (East),2018-12-26 17:00:00,2018-12-26,17,176
Flinders St-Swanston St (West),2018-12-26 17:00:00,2018-12-26,17,926
Alfred Place,2018-12-26 17:00:00,2018-12-26,17,NA
Lonsdale St-Spring St (West),2018-12-26 17:00:00,2018-12-26,17,188
Grattan St-Swanston St (West),2018-12-26 17:00:00,2018-12-26,17,45
Monash Rd-Swanston St (West),2018-12-26 17:00:00,2018-12-26,17,28
Tin Alley-Swanston St (West),2018-12-26 17:00:00,2018-12-26,17,27
Bourke Street Mall (North),2018-12-26 18:00:00,2018-12-26,18,3461
Bourke Street Mall (South),2018-12-26 18:00:00,2018-12-26,18,3683
Melbourne Central,2018-12-26 18:00:00,2018-12-26,18,2659
Town Hall (West),2018-12-26 18:00:00,2018-12-26,18,3381
Princes Bridge,2018-12-26 18:00:00,2018-12-26,18,2214
Flinders Street Station Underpass,2018-12-26 18:00:00,2018-12-26,18,2318
Birrarung Marr,2018-12-26 18:00:00,2018-12-26,18,2935
Webb Bridge,2018-12-26 18:00:00,2018-12-26,18,320
Southern Cross Station,2018-12-26 18:00:00,2018-12-26,18,170
Victoria Point,2018-12-26 18:00:00,2018-12-26,18,84
Waterfront City,2018-12-26 18:00:00,2018-12-26,18,152
New Quay,2018-12-26 18:00:00,2018-12-26,18,485
Flagstaff Station,2018-12-26 18:00:00,2018-12-26,18,NA
Sandridge Bridge,2018-12-26 18:00:00,2018-12-26,18,1074
State Library,2018-12-26 18:00:00,2018-12-26,18,1886
Collins St (North),2018-12-26 18:00:00,2018-12-26,18,1012
Collins Place (South),2018-12-26 18:00:00,2018-12-26,18,346
Collins Place (North),2018-12-26 18:00:00,2018-12-26,18,136
Chinatown-Swanston St (North),2018-12-26 18:00:00,2018-12-26,18,1580
Chinatown-Lt Bourke St (South),2018-12-26 18:00:00,2018-12-26,18,668
Bourke St-Russell St (West),2018-12-26 18:00:00,2018-12-26,18,1551
Flinders St-Elizabeth St (East),2018-12-26 18:00:00,2018-12-26,18,NA
Spencer St-Collins St (South),2018-12-26 18:00:00,2018-12-26,18,352
Spencer St-Collins St (North),2018-12-26 18:00:00,2018-12-26,18,1466
Melbourne Convention Exhibition Centre,2018-12-26 18:00:00,2018-12-26,18,2755
QV Market-Elizabeth St (West),2018-12-26 18:00:00,2018-12-26,18,550
QV Market-Peel St,2018-12-26 18:00:00,2018-12-26,18,102
The Arts Centre,2018-12-26 18:00:00,2018-12-26,18,848
St Kilda Rd-Alexandra Gardens,2018-12-26 18:00:00,2018-12-26,18,863
Lonsdale St (South),2018-12-26 18:00:00,2018-12-26,18,1155
Lygon St (West),2018-12-26 18:00:00,2018-12-26,18,537
City Square,2018-12-26 18:00:00,2018-12-26,18,NA
Flinders St-Spring St (West),2018-12-26 18:00:00,2018-12-26,18,241
Flinders St-Spark La,2018-12-26 18:00:00,2018-12-26,18,404
Southbank,2018-12-26 18:00:00,2018-12-26,18,4052
Queen St (West),2018-12-26 18:00:00,2018-12-26,18,211
Lygon St (East),2018-12-26 18:00:00,2018-12-26,18,239
Flinders St-Swanston St (West),2018-12-26 18:00:00,2018-12-26,18,978
Alfred Place,2018-12-26 18:00:00,2018-12-26,18,NA
Lonsdale St-Spring St (West),2018-12-26 18:00:00,2018-12-26,18,185
Grattan St-Swanston St (West),2018-12-26 18:00:00,2018-12-26,18,66
Monash Rd-Swanston St (West),2018-12-26 18:00:00,2018-12-26,18,36
Tin Alley-Swanston St (West),2018-12-26 18:00:00,2018-12-26,18,36
Bourke Street Mall (North),2018-12-26 19:00:00,2018-12-26,19,3322
Bourke Street Mall (South),2018-12-26 19:00:00,2018-12-26,19,2860
Melbourne Central,2018-12-26 19:00:00,2018-12-26,19,2425
Town Hall (West),2018-12-26 19:00:00,2018-12-26,19,2607
Princes Bridge,2018-12-26 19:00:00,2018-12-26,19,2018
Flinders Street Station Underpass,2018-12-26 19:00:00,2018-12-26,19,1979
Birrarung Marr,2018-12-26 19:00:00,2018-12-26,19,505
Webb Bridge,2018-12-26 19:00:00,2018-12-26,19,295
Southern Cross Station,2018-12-26 19:00:00,2018-12-26,19,143
Victoria Point,2018-12-26 19:00:00,2018-12-26,19,46
